ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
303600.25177	93.78	8.44897959184	86.0612244898	62.5714285714	563323.551413	0	1	454	10.0	417.0	303.0	16	7.0	15.0	11.0	0	0	115.33151435852051	50	115.33151435852051	49	2.0	
180253.400435	99.32	7.61538461538	19.3076923077	14.0769230769	563323.551413	1	39	378	11.0	43.0	31.0	16	7.0	15.0	11.0	0	0	23.247970819473267	100	138.57948517799377	61	39.0	
341994.130848	100.46	7.57142857143	20.0285714286	14.6	563323.551413	2	55	242	13.0	72.0	52.0	8	7.0	15.0	11.0	0	0	67.11211228370667	150	205.69159746170044	85	43.333333333333336	
428366.587653	119.22	7.17073170732	16.0975609756	11.7804878049	563323.551413	3	65	245	10.0	32.0	23.0	12	7.0	15.0	11.0	0	0	77.66171026229858	200	283.353307723999	109	45.49999999999999	
413776.645625	130.94	7.13513513514	16.4324324324	12.027027027	563323.551413	4	79	248	12.0	68.0	49.0	16	7.0	15.0	11.0	0	0	70.57176208496094	250	353.92506980895996	133	46.8	
388589.798335	129.74	8.0	22.6052631579	16.4210526316	563323.551413	5	92	250	15.0	82.0	59.0	11	7.0	15.0	11.0	0	0	76.0548300743103	300	429.97989988327026	156	48.0	
426784.887598	122.54	7.90625	21.5	15.625	620674.720654	6	111	252	15.0	74.0	53.0	8	7.0	15.0	11.0	0	0	65.08471703529358	350	495.06461691856384	175	50.0	
415892.956739	133.36	8.45454545455	26.0606060606	18.8787878788	620674.720654	7	129	268	13.0	68.0	49.0	15	7.0	15.0	11.0	0	0	67.83462023735046	400	562.8992371559143	193	51.75	
421526.803631	137.76	8.18918918919	22.7567567568	16.5135135135	620674.720654	8	143	258	12.0	57.0	41.0	11	7.0	15.0	11.0	0	0	75.78160190582275	450	638.6808390617371	218	51.55555555555556	
397831.189514	142.94	8.4	24.1	17.45	620674.720654	9	154	267	13.0	57.0	41.0	72	7.0	15.0	11.0	0	0	79.16451740264893	500	717.845356464386	247	50.6	
418052.597617	158.88	8.92307692308	26.5897435897	19.2051282051	620674.720654	10	166	276	16.0	66.0	47.0	71	7.0	15.0	11.0	0	0	75.72811436653137	550	793.5734708309174	275	50.0	
418052.597617	158.88	8.92307692308	26.5897435897	19.2051282051	620674.720654	10	166	276	16.0	66.0	47.0	71	7.0	15.0	11.0	0	0	75.72811436653137	550	793.5734708309174	275	50.0	
