ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
620.459	24.004	9.116	20.546	16.256	1003.0	0	0	0	54	10	45	36	9	6	8	6	0	0.551548957824707	500	0.551548957824707	218	56.4	
594.531020221	20.914	8.16862745098	13.8666666667	10.9058823529	1007.0	1	0	246	54	15.0	46.0	37.0	4	6.0	8.0	6.0	0	0.17322683334350586	1000	0.7247757911682129	298	70.2	
716.249287222	21.23	8.20114942529	12.9885057471	10.224137931	1012.0	2	0	399	59	17.0	39.0	32.0	4	6.0	8.0	6.0	0	0.16447901725769043	1500	0.8892548084259033	345	77.0	
771.336244274	22.38	8.3167539267	13.2722513089	10.4659685864	1014.0	3	0	518	54	16.0	39.0	32.0	2	6.0	8.0	6.0	0	0.1736757755279541	2000	1.0629305839538574	401	79.95	
777.062325912	24.854	8.74083769634	14.5863874346	11.5261780105	1014.0	4	0	637	54	17.0	46.0	37.0	2	6.0	8.0	6.0	0	0.22124600410461426	2500	1.2841765880584717	465	81.4	
779.009276213	24.706	8.99472295515	15.1952506596	12.0474934037	1014.0	5	0	759	66	17.0	49.0	40.0	3	6.0	8.0	6.0	0	0.18713831901550293	3000	1.4713149070739746	531	82.3	
771.830961218	26.946	9.07788944724	15.3743718593	12.2110552764	1014.0	6	0	862	69	17.0	51.0	43.0	3	6.0	8.0	6.0	0	0.20284628868103027	3500	1.6741611957550049	592	83.08571428571429	
750.960114702	27.736	9.4347826087	16.6905370844	13.283887468	1035.0	7	0	972	73	17.0	47.0	38.0	5	6.0	8.0	6.0	0	0.20015358924865723	4000	1.874314785003662	672	83.2	
815.207288436	29.62	9.27184466019	16.2912621359	12.963592233	1035.0	8	0	1061	67	17.0	48.0	39.0	5	6.0	8.0	6.0	0	0.2059929370880127	4500	2.080307722091675	734	83.68888888888888	
750.835612272	30.922	9.66901408451	17.3802816901	13.8802816901	1035.0	9	0	1136	75	17.0	47.0	38.0	6	6.0	8.0	6.0	0	0.21271920204162598	5000	2.293026924133301	823	83.53999999999999	
760.436712716	32.66	10.1755725191	18.5394402036	14.8371501272	1035.0	10	0	1244	78	17.0	48.0	39.0	8	6.0	8.0	6.0	0	0.21899700164794922	5500	2.51202392578125	913	83.4	
789.36318531	35.298	10.4576271186	19.5012106538	15.6343825666	1040.0	11	0	1332	72	17.0	55.0	45.0	5	6.0	8.0	6.0	0	0.23111891746520996	6000	2.74314284324646	1017	83.05	
793.48316037	36.74	10.9626865672	20.8706467662	16.7686567164	1048.0	12	0	1431	84	17.0	55.0	46.0	3	6.0	8.0	6.0	0	0.23874902725219727	6500	2.9818918704986572	1134	82.55384615384615	
757.448398174	38.796	11.1818181818	21.2752525253	17.101010101	1060.0	13	0	1536	77	17.0	50.0	41.0	5	6.0	8.0	6.0	0	0.23740196228027344	7000	3.2192938327789307	1234	82.37142857142857	
