ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
634.25525	23.478	9.062	20.11	15.898	1001.0	0	0	0	54	10	45	36	9	6	8	6	0	0.5641145706176758	500	0.5641145706176758	206	58.800000000000004	
583.356540084	21.09	8.20675105485	13.9746835443	11.0168776371	1010.0	1	0	264	54	16.0	45.0	36.0	5	6.0	8.0	6.0	0	0.16470003128051758	1000	0.7288146018981934	277	72.3	
703.201822917	23.86	8.27401129944	13.3361581921	10.5056497175	1018.0	2	0	411	64	17.0	35.0	28.0	3	6.0	8.0	6.0	0	0.1714317798614502	1500	0.9002463817596436	334	77.73333333333333	
777.405351027	25.474	8.48767123288	13.7561643836	10.8739726027	1018.0	3	0	547	64	17.0	41.0	33.0	5	6.0	8.0	6.0	0	0.1826460361480713	2000	1.0828924179077148	387	80.65	
777.055392076	28.524	8.77718832891	14.3368700265	11.3660477454	1021.0	4	0	671	68	17.0	46.0	38.0	4	6.0	8.0	6.0	0	0.1907351016998291	2500	1.273627519607544	453	81.88	
792.412043081	30.446	9.04177545692	15.1671018277	12.0704960836	1021.0	5	0	789	78	17.0	56.0	46.0	3	6.0	8.0	6.0	0	0.22348499298095703	3000	1.497112512588501	510	83.0	
781.312772959	33.324	9.53233830846	16.3905472637	13.0995024876	1084.0	6	0	888	90	17.0	60.0	49.0	4	6.0	8.0	6.0	0	0.20374369621276855	3500	1.7008562088012695	579	83.45714285714286	
766.785025142	37.268	9.96551724138	18.0418719212	14.4236453202	1084.0	7	0	983	92	17.0	64.0	53.0	2	6.0	8.0	6.0	0	0.21855807304382324	4000	1.9194142818450928	667	83.325	
741.672631063	39.84	10.5637254902	20.375	16.3602941176	1084.0	8	0	1076	91	17.0	52.0	43.0	5	6.0	8.0	6.0	0	0.2315683364868164	4500	2.150982618331909	783	82.6	
781.86080233	41.748	10.8074074074	21.6567901235	17.3802469136	1084.0	9	0	1172	102	17.0	68.0	55.0	10	6.0	8.0	6.0	0	0.24367856979370117	5000	2.3946611881256104	892	82.16	
747.196442124	43.712	11.0072992701	22.5304136253	18.097323601	1096.0	10	0	1262	111	17.0	68.0	55.0	11	6.0	8.0	6.0	0	0.25221729278564453	5500	2.646878480911255	1020	81.45454545454545	
758.756036417	44.112	10.9090909091	22.2604422604	17.8894348894	1144.0	11	0	1356	105	17.0	72.0	59.0	10	6.0	8.0	6.0	0	0.25714802742004395	6000	2.904026508331299	1147	80.88333333333333	
755.22913873	44.906	11.1890547264	23.3233830846	18.7885572139	1147.0	12	0	1455	87	17.0	72.0	59.0	8	6.0	8.0	6.0	0	0.2553541660308838	6500	3.1593806743621826	1268	80.49230769230769	
751.978102225	47.628	11.2975609756	23.9756097561	19.3341463415	1171.5	13	0	1546	121	17.0	72.0	59.0	11	6.0	8.0	6.0	0	0.2656738758087158	7000	3.4250545501708984	1405	79.92857142857143	
733.790025878	48.88	11.5563380282	24.7394366197	19.9389671362	1171.5	14	0	1621	107	17.0	75.0	62.0	13	6.0	8.0	6.0	0	0.27465009689331055	7500	3.699704647064209	1558	79.22666666666666	
750.581369416	48.452	11.785202864	25.4964200477	20.5513126492	1252.0	15	0	1703	129	17.0	83.0	68.0	14	6.0	8.0	6.0	0	0.2768890857696533	8000	3.9765937328338623	1722	78.475	
775.21472648	50.458	12.0050125313	26.7894736842	21.6441102757	1252.0	16	0	1805	118	17.0	78.0	64.0	12	6.0	8.0	6.0	0	0.28452324867248535	8500	4.261116981506348	1872	77.97647058823529	
760.51184141	52.326	12.2683544304	26.782278481	21.6683544304	1252.0	17	0	1911	114	17.0	75.0	62.0	6	6.0	8.0	6.0	0	0.28676724433898926	9000	4.547884225845337	2039	77.34444444444445	
714.020429945	53.244	12.4337349398	27.3325301205	22.1012048193	1252.0	18	0	1997	120	17.0	75.0	62.0	8	6.0	8.0	6.0	0	0.2890160083770752	9500	4.836900234222412	2223	76.6	
714.282514073	53.56	12.3182957393	26.5538847118	21.4536340852	1252.0	19	0	2099	119	17.0	75.0	62.0	7	6.0	8.0	6.0	0	0.28586459159851074	10000	5.122764825820923	2373	76.27	
750.781377471	56.92	12.2905569007	26.411622276	21.3292978208	1252.0	20	0	2187	127	17.0	65.0	53.0	10	6.0	8.0	6.0	0	0.2863175868988037	10500	5.409082412719727	2530	75.9047619047619	
783.353579531	56.956	12.1965601966	27.0737100737	21.8992628993	1252.0	21	0	2281	138	17.0	83.0	68.0	5	6.0	8.0	6.0	0	0.2903625965118408	11000	5.699445009231567	2673	75.7	
803.123890273	58.678	12.3616504854	27.1310679612	21.9393203883	1252.0	22	0	2370	145	17.0	75.0	60.0	11	6.0	8.0	6.0	0	0.2961862087249756	11500	5.995631217956543	2823	75.45217391304348	
746.934634759	61.282	12.3241895262	27.2743142145	22.0748129676	1252.0	23	0	2470	164	17.0	102.0	83.0	17	6.0	8.0	6.0	0	0.29395341873168945	12000	6.289584636688232	2978	75.18333333333334	
738.164803513	65.388	12.448019802	27.6435643564	22.3589108911	1266.0	24	0	2567	142	17.0	75.0	62.0	10	6.0	8.0	6.0	0	0.30426454544067383	12500	6.593849182128906	3153	74.776	
731.576186966	64.892	12.3120567376	27.8817966903	22.5413711584	1294.0	25	0	2645	142	17.0	80.0	66.0	9	6.0	8.0	6.0	0	0.2988889217376709	13000	6.892738103866577	3315	74.5	
780.942077163	65.828	12.1742243437	28.0477326969	22.6491646778	1294.0	26	0	2727	142	17.0	83.0	68.0	12	6.0	8.0	6.0	0	0.3154885768890381	13500	7.208226680755615	3480	74.22222222222223	
