ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
135098.677884	122.505	12.912	106.264	81.804	1134055.20972	0	0	1135	20	986	757	12	6	11	8	49	0	2353.183896780014	1000	2353.183896780014	940	6.0	
225997.51428	129.297	13.5590200445	53.6414253898	41.4276169265	1134055.20972	1	551	519	30.0	446.0	346.0	8	6.0	11.0	8.0	51	0	909.0060398578644	2000	3262.1899366378784	1265	36.75000000000001	
516699.136147	139.384	15.3154471545	72.8097560976	56.2585365854	1187401.45432	2	936	500	30.0	418.0	325.0	1	6.0	11.0	8.0	65	0	1318.3214747905731	3000	4580.5114114284515	1616	46.13333333333334	
684726.015125	120.832	18.1795231417	82.9915848527	63.8148667602	1213792.07913	3	1223	313	30.0	295.0	227.0	67	6.0	11.0	8.0	118	0	1621.5802273750305	4000	6202.091638803482	2010	49.75000000000001	
724444.110573	115.715	18.098495212	75.7606019152	58.2311901505	1620376.09022	4	1492	306	30.0	458.0	356.0	67	6.0	11.0	8.0	162	0	1682.3460080623627	5000	7884.437646865845	2380	52.400000000000006	
777165.705879	117.673	18.1017191977	73.4441260745	56.5	1620376.09022	5	1794	232	30.0	316.0	244.0	65	6.0	11.0	8.0	205	0	1608.3036160469055	6000	9492.74126291275	2736	54.4	
834392.444066	118.66	18.2011173184	75.719273743	58.2639664804	1660684.53356	6	2078	227	30.0	318.0	246.0	68	6.0	11.0	8.0	244	0	1689.3879475593567	7000	11182.129210472107	3120	55.42857142857143	
947795.426927	113.687	18.0131386861	73.4189781022	56.4364963504	1660684.53356	7	2393	210	30.0	316.0	247.0	68	6.0	11.0	8.0	291	0	1514.9063532352448	8000	12697.035563707352	3444	56.95	
976219.820658	116.135	17.9489361702	74.2510638298	56.9985815603	1660684.53356	8	2688	199	30.0	370.0	284.0	59	6.0	11.0	8.0	333	0	1613.0162694454193	9000	14310.051833152771	3775	58.05555555555556	
1002639.60727	116.339	18.3235294118	80.2324929972	61.619047619	1660684.53356	9	2974	202	30.0	435.0	338.0	65	6.0	11.0	8.0	397	0	1630.9057309627533	10000	15940.957564115524	4086	59.14	
966489.903281	116.145	18.0885200553	74.7219917012	57.4453665284	1660684.53356	10	3251	195	30.0	361.0	280.0	66	6.0	11.0	8.0	441	0	1696.023093700409	11000	17636.980657815933	4420	59.81818181818182	
966489.903281	116.145	18.0885200553	74.7219917012	57.4453665284	1660684.53356	10	3251	195	30.0	361.0	280.0	66	6.0	11.0	8.0	441	0	1696.023093700409	11000	17636.980657815933	4420	59.81818181818182	
