ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
606.50375	23.816	9.06	20.374	16.136	1001.5	0	0	0	54	10	45	36	9	6	8	6	0	0.5537934303283691	500	0.5537934303283691	211	57.800000000000004	
582.467980849	22.07	8.60619469027	14.982300885	11.8274336283	1014.0	1	0	275	57	17.0	45.0	36.0	4	6.0	8.0	6.0	0	0.1669445037841797	1000	0.7207379341125488	297	70.3	
679.684264305	22.742	8.5204359673	14.1607629428	11.1716621253	1014.0	2	0	409	57	17.0	42.0	34.0	5	6.0	8.0	6.0	0	0.1772606372833252	1500	0.897998571395874	368	75.46666666666667	
721.349934906	23.4	8.68489583333	14.2734375	11.2916666667	1014.0	3	0	526	59	17.0	46.0	37.0	1	6.0	8.0	6.0	0	0.19476866722106934	2000	1.0927672386169434	436	78.2	
714.865699463	26.17	8.8375	14.4175	11.43	1016.0	4	0	627	68	17.0	47.0	38.0	2	6.0	8.0	6.0	0	0.22438764572143555	2500	1.317154884338379	499	80.03999999999999	
782.310706829	27.944	9.09852216749	15.1527093596	12.0517241379	1016.0	5	0	722	64	17.0	47.0	38.0	3	6.0	8.0	6.0	0	0.1943190097808838	3000	1.5114738941192627	566	81.13333333333333	
754.805977597	29.476	9.55297157623	16.3798449612	13.0697674419	1025.0	6	0	836	79	17.0	49.0	40.0	3	6.0	8.0	6.0	0	0.2181098461151123	3500	1.729583740234375	638	81.77142857142857	
764.607005796	31.572	9.92481203008	18.0350877193	14.4085213033	1025.0	7	0	938	84	17.0	47.0	38.0	3	6.0	8.0	6.0	0	0.2118222713470459	4000	1.941406011581421	728	81.8	
776.108159968	34.086	10.4034229829	19.7383863081	15.8092909535	1070.0	8	0	1030	81	17.0	62.0	51.0	5	6.0	8.0	6.0	0	0.22483062744140625	4500	2.166236639022827	839	81.35555555555555	
758.135815679	36.226	10.7199017199	20.3366093366	16.3366093366	1070.0	9	0	1124	87	17.0	51.0	41.0	10	6.0	8.0	6.0	0	0.24188971519470215	5000	2.4081263542175293	941	81.18	
704.043824766	38.798	10.8632911392	20.6810126582	16.6430379747	1070.0	10	0	1230	88	17.0	63.0	51.0	4	6.0	8.0	6.0	0	0.23111963272094727	5500	2.6392459869384766	1056	80.8	
716.929241777	38.972	10.9925187032	21.1072319202	16.9800498753	1070.0	11	0	1330	93	17.0	52.0	42.0	6	6.0	8.0	6.0	0	0.23471426963806152	6000	2.873960256576538	1176	80.4	
738.180785526	40.834	10.9012987013	21.3142857143	17.1090909091	1070.0	12	0	1446	92	17.0	55.0	45.0	7	6.0	8.0	6.0	0	0.23649859428405762	6500	3.1104588508605957	1284	80.24615384615385	
741.254325084	42.022	11.1455847255	22.2338902148	17.861575179	1122.5	13	0	1528	93	17.0	55.0	44.0	9	6.0	8.0	6.0	0	0.2468271255493164	7000	3.357285976409912	1414	79.8	
726.690629766	46.204	11.2171717172	22.8737373737	18.3914141414	1122.5	14	0	1633	103	17.0	70.0	57.0	7	6.0	8.0	6.0	0	0.25042080879211426	7500	3.6077067852020264	1537	79.50666666666666	
759.618340481	47.632	11.2518159806	22.9443099274	18.4552058111	1122.5	15	0	1721	103	17.0	70.0	57.0	8	6.0	8.0	6.0	0	0.2526557445526123	8000	3.8603625297546387	1675	79.0625	
752.680267106	49.606	11.7007481297	24.7780548628	19.9102244389	1122.5	16	0	1821	114	17.0	70.0	57.0	9	6.0	8.0	6.0	0	0.27554774284362793	8500	4.135910272598267	1817	78.62352941176471	
780.60233143	49.958	11.8230769231	24.5743589744	19.758974359	1122.5	17	0	1932	114	17.0	66.0	53.0	9	6.0	8.0	6.0	0	0.2607426643371582	9000	4.396652936935425	1955	78.27777777777777	
734.317361436	51.69	11.6527415144	24.2245430809	19.4882506527	1171.5	18	0	2050	109	17.0	65.0	52.0	8	6.0	8.0	6.0	0	0.25445032119750977	9500	4.651103258132935	2082	78.08421052631579	
748.337082176	54.504	11.8457711443	24.8855721393	20.0049751244	1171.5	19	0	2149	121	17.0	68.0	55.0	8	6.0	8.0	6.0	0	0.2674698829650879	10000	4.9185731410980225	2214	77.86	
747.201131019	58.048	12.1935483871	26.635235732	21.4317617866	1171.5	20	0	2247	122	17.0	78.0	63.0	13	6.0	8.0	6.0	0	0.2719595432281494	10500	5.190532684326172	2368	77.44761904761904	
