ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
16040.6615004	127.895	8.44	121.665	85.48	60065.1168295	0	0	643	10	612	429	25	7	24	17	2	0	685.1951987743378	200	685.1951987743378	198	1.0	
14574.0801901	124.3	10.2736842105	70.8315789474	50.2210526316	60065.1168295	1	105	472	17.0	375.0	263.0	14	7.0	24.0	17.0	2	0	262.48836755752563	400	947.6835663318634	284	29.0	
15310.8825453	127.235	10.357615894	55.2251655629	39.2715231788	60065.1168295	2	154	437	17.0	344.0	243.0	1	7.0	24.0	17.0	3	0	398.3133907318115	600	1345.996957063675	401	33.16666666666667	
16305.9094378	142.625	10.2409638554	50.6686746988	36.0662650602	60065.1168295	3	188	461	17.0	241.0	170.0	1	7.0	24.0	17.0	4	0	437.955717086792	800	1783.952674150467	528	34.0	
17145.5450519	138.05	9.9875	55.875	39.75	60065.1168295	4	228	424	17.0	370.0	261.0	6	7.0	24.0	17.0	4	0	433.8386585712433	1000	2217.79133272171	649	35.099999999999994	
17954.1819343	129.845	10.0197368421	61.3684210526	43.6118421053	60065.1168295	5	276	427	17.0	393.0	278.0	4	7.0	24.0	17.0	4	0	426.58763575553894	1200	2644.378968477249	776	35.33333333333334	
18378.9409512	141.91	10.2356687898	59.8089171975	42.4904458599	60065.1168295	6	319	394	17.0	277.0	196.0	1	7.0	24.0	17.0	4	0	503.61401748657227	1400	3147.9929859638214	889	36.5	
18652.8868028	137.075	9.90303030303	64.2121212121	45.5636363636	60065.1168295	7	354	371	17.0	286.0	204.0	6	7.0	24.0	17.0	4	0	486.972323179245	1600	3634.9653091430664	1017	36.4375	
17417.1103317	136.52	10.0833333333	64.4487179487	45.75	60065.1168295	8	398	438	16.0	436.0	309.0	1	7.0	24.0	17.0	4	0	436.2709274291992	1800	4071.2362365722656	1134	37.0	
17914.8500389	135.505	10.0128205128	64.5128205128	45.7628205128	60065.1168295	9	442	436	16.0	236.0	167.0	8	7.0	24.0	17.0	4	0	434.98672342300415	2000	4506.22295999527	1251	37.45	
19844.6308085	154.87	10.5527950311	84.3913043478	59.7826086957	60065.1168295	10	481	443	17.0	408.0	289.0	9	7.0	24.0	17.0	4	0	488.20884799957275	2200	4994.4318079948425	1363	38.04545454545455	
20848.7383159	171.275	10.5064935065	79.3571428571	56.2142857143	60065.1168295	11	527	433	17.0	343.0	243.0	6	7.0	24.0	17.0	4	0	455.1654407978058	2400	5449.597248792648	1477	38.458333333333336	
20912.2003979	188.3	11.3673469388	87.1972789116	61.843537415	60065.1168295	12	580	477	17.0	382.0	269.0	4	7.0	24.0	17.0	5	0	433.2529616355896	2600	5882.850210428238	1593	38.73076923076923	
21676.0737495	185.145	11.0	85.3225806452	60.4516129032	60065.1168295	13	625	438	17.0	533.0	376.0	3	7.0	24.0	17.0	5	0	470.94592666625977	2800	6353.796137094498	1720	38.57142857142857	
22871.8217989	189.045	11.0134228188	84.1543624161	59.6308724832	60065.1168295	14	676	485	16.0	317.0	224.0	5	7.0	24.0	17.0	5	0	448.34673523902893	3000	6802.142872333527	1830	39.0	
23579.2430307	199.965	11.2967741935	85.3290322581	60.4193548387	60065.1168295	15	721	485	16.0	283.0	200.0	11	7.0	24.0	17.0	5	0	485.2564203739166	3200	7287.399292707443	1943	39.28125	
25787.4309801	203.195	11.3509933775	86.1258278146	60.940397351	64774.9258387	16	770	485	17.0	350.0	247.0	25	7.0	24.0	17.0	5	0	461.06822752952576	3400	7748.467520236969	2066	39.23529411764706	
27048.2630794	202.97	11.0980392157	83.6274509804	59.1699346405	64774.9258387	17	817	401	16.0	396.0	283.0	25	7.0	24.0	17.0	6	0	462.64579677581787	3600	8211.113317012787	2178	39.5	
25410.3156943	189.805	10.6894409938	77.1677018634	54.5714285714	64774.9258387	18	856	390	17.0	291.0	206.0	16	7.0	24.0	17.0	6	0	478.6845712661743	3800	8689.797888278961	2305	39.34210526315789	
26342.5152292	195.1	10.5548387097	79.3806451613	56.1096774194	64774.9258387	19	901	468	17.0	514.0	362.0	6	7.0	24.0	17.0	6	0	462.9476716518402	4000	9152.745559930801	2425	39.37500000000001	
25176.059253	219.94	10.7901234568	82.9012345679	58.6296296296	64774.9258387	20	939	393	17.0	355.0	253.0	25	7.0	24.0	17.0	6	0	494.8768446445465	4200	9647.622404575348	2555	39.16666666666667	
26306.9850738	222.3	10.4933333333	80.46	56.8933333333	64774.9258387	21	989	404	16.0	336.0	238.0	18	7.0	24.0	17.0	6	0	456.2162320613861	4400	10103.838636636734	2673	39.24999999999999	
