ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
63.2845	23.78	9.112	20.346	16.102	103.0	0	0	0	54	10	45	36	9	6	8	6	0	0.5439150333404541	500	0.5439150333404541	210	58.0	
51.5693046968	22.836	8.37440758294	14.4739336493	11.4123222749	115.0	1	0	290	60	15.0	43.0	35.0	4	6.0	8.0	6.0	0	0.16605234146118164	1000	0.7099673748016357	286	71.4	
66.4765842618	23.014	8.26740947075	13.5487465181	10.6685236769	117.5	2	0	432	60	15.0	43.0	35.0	3	6.0	8.0	6.0	0	0.17188072204589844	1500	0.8818480968475342	342	77.2	
73.6380993151	24.404	8.41917808219	13.8109589041	10.9068493151	121.0	3	0	568	55	17.0	41.0	33.0	4	6.0	8.0	6.0	0	0.181748628616333	2000	1.0635967254638672	400	80.0	
79.304247922	25.884	8.46035805627	13.5217391304	10.6930946292	121.0	4	0	678	67	16.0	46.0	37.0	2	6.0	8.0	6.0	0	0.22034788131713867	2500	1.2839446067810059	450	82.0	
80.2425310363	26.174	8.631043257	13.9669211196	11.0610687023	121.0	5	0	786	64	16.0	48.0	39.0	4	6.0	8.0	6.0	0	0.1853499412536621	3000	1.469294548034668	510	83.0	
79.6608638338	27.634	9.06699751861	15.2903225806	12.1389578164	121.0	6	0	884	62	17.0	52.0	42.0	2	6.0	8.0	6.0	0	0.19746112823486328	3500	1.6667556762695312	572	83.65714285714286	
79.4546445081	31.032	9.90537084399	17.7442455243	14.1560102302	142.0	7	0	994	69	17.0	57.0	45.0	7	6.0	8.0	6.0	0	0.21361660957336426	4000	1.8803722858428955	667	83.325	
77.9340108706	31.794	9.96790123457	17.8567901235	14.2469135802	142.0	8	0	1090	66	17.0	52.0	42.0	5	6.0	8.0	6.0	0	0.21899676322937012	4500	2.0993690490722656	750	83.33333333333334	
77.7408354521	33.414	10.0240384615	18.2692307692	14.5793269231	205.0	9	0	1175	74	17.0	45.0	37.0	6	6.0	8.0	6.0	0	0.2239387035369873	5000	2.323307752609253	843	83.14	
74.7004244962	35.296	10.1438679245	18.8962264151	15.1108490566	205.0	10	0	1252	79	17.0	72.0	58.0	5	6.0	8.0	6.0	0	0.23157310485839844	5500	2.5548808574676514	947	82.78181818181818	
73.6448754345	36.034	10.3833718245	19.7990762125	15.8521939954	205.0	11	0	1320	89	17.0	49.0	40.0	5	6.0	8.0	6.0	0	0.24054384231567383	6000	2.795424699783325	1070	82.16666666666666	
75.0491186365	36.864	10.4661835749	20.0193236715	16.0289855072	240.0	12	0	1407	94	17.0	54.0	43.0	8	6.0	8.0	6.0	0	0.23425984382629395	6500	3.029684543609619	1181	81.83076923076923	
75.1107914709	39.31	10.6153846154	20.2191142191	16.2261072261	240.0	13	0	1479	111	17.0	51.0	41.0	2	6.0	8.0	6.0	0	0.23964619636535645	7000	3.2693307399749756	1303	81.38571428571429	
76.8642546906	38.896	10.3860465116	19.8976744186	15.9534883721	240.0	14	0	1550	100	17.0	54.0	44.0	9	6.0	8.0	6.0	0	0.24098682403564453	7500	3.51031756401062	1413	81.16	
75.7260723039	38.068	10.7105882353	20.9294117647	16.8094117647	310.0	15	0	1626	100	17.0	52.0	43.0	9	6.0	8.0	6.0	0	0.24413323402404785	8000	3.754450798034668	1544	80.7	
77.0689713763	41.1	11.1612903226	22.4101382488	18.0207373272	310.0	16	0	1693	94	17.0	62.0	51.0	4	6.0	8.0	6.0	0	0.25804615020751953	8500	4.0124969482421875	1695	80.05882352941177	
75.8040984267	41.194	10.7912844037	21.2201834862	17.0435779817	310.0	17	0	1758	95	17.0	55.0	45.0	4	6.0	8.0	6.0	0	0.2499678134918213	9000	4.262464761734009	1833	79.63333333333333	
78.3479411767	44.948	10.8855140187	22.1121495327	17.7570093458	310.0	18	0	1831	97	17.0	71.0	58.0	7	6.0	8.0	6.0	0	0.2540113925933838	9500	4.516476154327393	1966	79.30526315789473	
79.9373710209	46.576	10.8938679245	22.2452830189	17.8514150943	310.0	19	0	1908	101	17.0	71.0	58.0	9	6.0	8.0	6.0	0	0.2643280029296875	10000	4.78080415725708	2106	78.94	
83.1020777814	47.356	10.6682352941	21.2188235294	17.0376470588	352.0	20	0	1984	97	17.0	60.0	49.0	11	6.0	8.0	6.0	0	0.24996232986450195	10500	5.030766487121582	2234	78.72380952380952	
81.8875743519	48.81	10.7909090909	21.4590909091	17.2272727273	352.0	21	0	2045	102	17.0	60.0	48.0	9	6.0	8.0	6.0	0	0.2562556266784668	11000	5.287022113800049	2349	78.64545454545454	
83.1615004616	49.82	10.9929577465	22.2183098592	17.8685446009	352.0	22	0	2120	107	17.0	73.0	61.0	6	6.0	8.0	6.0	0	0.2548990249633789	11500	5.541921138763428	2498	78.27826086956522	
