ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
7549.505952	107.74	8.5	102.48	72.06	17847.5193133	0	0	409	10	390	273	25	7	24	17	1	0	146.88835954666138	50	146.88835954666138	49	2.0	
9338.84397791	144.6	9.65	57.05	40.5	17847.5193133	1	31	409	12.0	293.0	205.0	28	7.0	25.0	18.0	1	0	43.86519002914429	100	190.75354957580566	67	33.0	
9969.6448025	182.78	9.925	68.525	48.575	22244.2494121	2	42	371	17.0	293.0	205.0	31	7.0	24.0	17.0	1	0	99.08260989189148	150	289.83615946769714	96	36.0	
10899.8672412	170.96	9.87804878049	67.1951219512	47.6585365854	22244.2494121	3	52	304	16.0	236.0	166.0	4	7.0	24.0	17.0	1	0	104.3743736743927	200	394.21053314208984	123	38.5	
13692.9799323	148.64	10.4390243902	58.6341463415	41.8048780488	36730.0074969	4	62	298	16.0	238.0	168.0	40	7.0	24.0	17.0	1	0	99.5319435596466	250	493.74247670173645	145	42.00000000000001	
14613.8166628	122.74	11.0731707317	64.7073170732	46.1463414634	36730.0074969	5	72	303	14.0	159.0	113.0	26	8.0	45.0	32.0	1	0	99.55104637145996	300	593.2935230731964	177	41.0	
16251.2292839	117.96	10.7105263158	58.8157894737	41.9473684211	36730.0074969	6	85	258	15.0	99.0	71.0	2	8.0	44.0	31.0	1	0	89.98143172264099	350	683.2749547958374	207	40.85714285714286	
20856.1989054	123.46	10.7826086957	64.6304347826	46.0869565217	59425.5951384	7	90	266	16.0	345.0	245.0	52	7.0	24.0	17.0	1	0	112.7150297164917	400	795.9899845123291	237	40.75	
23463.9679773	120.8	10.225	60.15	42.875	59425.5951384	8	101	282	17.0	121.0	86.0	28	8.0	25.0	18.0	1	0	95.0515067577362	450	891.0414912700653	265	41.11111111111111	
24227.7464129	121.6	10.1590909091	61.4318181818	43.8181818182	60277.888914	9	108	249	14.0	142.0	101.0	25	8.0	44.0	31.0	2	0	103.85350251197815	500	994.8949937820435	298	40.400000000000006	
29823.2906935	131.98	10.0555555556	60.3888888889	42.9722222222	67591.0048098	10	123	246	16.0	219.0	155.0	6	8.0	25.0	18.0	3	0	83.56199932098389	550	1078.4569931030273	318	42.18181818181819	
30559.5170486	112.22	10.2857142857	59.2857142857	42.2619047619	67591.0048098	11	132	283	15.0	166.0	118.0	31	8.0	44.0	31.0	3	0	100.0846700668335	600	1178.5416631698608	349	41.833333333333336	
29278.8331142	134.28	9.63414634146	55.0243902439	39.243902439	67591.0048098	12	142	294	12.0	143.0	101.0	31	8.0	44.0	31.0	3	0	97.54438757896423	650	1276.086050748825	376	42.15384615384615	
22380.1517149	137.54	9.90697674419	55.2558139535	39.4186046512	67591.0048098	13	149	313	15.0	105.0	75.0	61	8.0	45.0	32.0	4	0	103.34381556510925	700	1379.4298663139343	412	41.142857142857146	
27240.4215889	170.84	9.92307692308	62.3846153846	44.4615384615	67591.0048098	14	161	267	15.0	158.0	112.0	43	8.0	45.0	32.0	4	0	97.0254418849945	750	1476.4553081989288	442	41.06666666666666	
26589.5982622	199.46	10.2	62.95	44.775	108296.673564	15	172	272	16.0	178.0	125.0	70	8.0	41.0	29.0	5	0	96.56938433647156	800	1573.0246925354004	471	41.125	
21290.8694097	210.7	10.2142857143	66.1904761905	47.0	108296.673564	16	181	285	17.0	164.0	117.0	32	7.0	24.0	17.0	6	0	102.35376834869385	850	1675.3784608840942	502	40.94117647058824	
20537.0920268	227.06	10.8409090909	66.1818181818	47.1136363636	108296.673564	17	188	300	16.0	182.0	129.0	29	8.0	44.0	31.0	6	0	108.10652184486389	900	1783.4849827289581	535	40.55555555555556	
20848.1918411	236.46	10.5428571429	58.8285714286	42.0	108296.673564	18	204	318	16.0	164.0	116.0	78	8.0	39.0	28.0	6	0	83.15679454803467	950	1866.6417772769928	566	40.421052631578945	
22619.5814067	246.56	11.3409090909	63.9545454545	45.6818181818	108296.673564	19	211	324	16.0	164.0	116.0	152	8.0	25.0	18.0	6	0	105.97130966186523	1000	1972.613086938858	604	39.6	
24503.2635278	235.34	11.1363636364	69.9545454545	49.9318181818	108296.673564	20	218	333	16.0	196.0	140.0	152	8.0	25.0	18.0	6	0	109.7916967868805	1050	2082.4047837257385	637	39.33333333333333	
35602.8341226	236.9	11.5666666667	77.5666666667	55.3333333333	108296.673564	21	239	343	16.0	175.0	125.0	142	7.0	24.0	17.0	7	0	73.86513447761536	1100	2156.269918203354	660	40.0	
36201.1012327	234.94	11.1052631579	68.2105263158	48.7368421053	108296.673564	22	252	355	16.0	164.0	116.0	155	8.0	25.0	18.0	7	0	95.12108302116394	1150	2251.391001224518	691	39.91304347826087	
35833.7939887	234.16	12.1052631579	77.4736842105	55.3684210526	108296.673564	23	265	310	16.0	164.0	116.0	142	8.0	25.0	18.0	7	0	97.66101622581482	1200	2349.0520174503326	720	40.0	
31387.0553241	257.08	11.3157894737	70.7631578947	50.5526315789	108296.673564	24	278	337	16.0	164.0	116.0	179	8.0	25.0	18.0	7	0	95.38097167015076	1250	2444.4329891204834	747	40.239999999999995	
29363.4341352	271.12	11.347826087	76.3043478261	54.4347826087	108296.673564	25	283	347	16.0	217.0	154.0	164	8.0	25.0	18.0	9	0	109.17210674285889	1300	2553.6050958633423	780	40.0	
34354.3878178	269.4	11.65	78.975	56.35	108296.673564	26	294	382	17.0	228.0	162.0	142	8.0	25.0	18.0	9	0	102.77509927749634	1350	2656.3801951408386	805	40.37037037037037	
34491.4220431	283.86	12.1025641026	81.6923076923	58.3333333333	108296.673564	27	306	379	17.0	178.0	126.0	144	7.0	24.0	17.0	10	0	96.63759326934814	1400	2753.0177884101868	833	40.5	
29380.4073827	274.36	10.8636363636	71.25	50.8409090909	108296.673564	28	313	446	17.0	276.0	197.0	150	7.0	24.0	17.0	12	0	103.72723293304443	1450	2856.745021343231	863	40.48275862068965	
35347.7945897	265.26	11.7441860465	64.8837209302	46.3488372093	108296.673564	29	320	353	17.0	139.0	99.0	168	7.0	25.0	18.0	13	0	103.89642214775085	1500	2960.641443490982	896	40.26666666666666	
38448.7238861	258.82	12.119047619	73.0238095238	52.1428571429	108296.673564	30	329	339	17.0	241.0	171.0	186	8.0	25.0	18.0	14	0	101.12707614898682	1550	3061.768519639969	925	40.32258064516129	
38168.0456147	268.48	11.725	66.45	47.65	108296.673564	31	340	369	17.0	167.0	120.0	158	8.0	39.0	28.0	15	0	93.3290433883667	1600	3155.0975630283356	955	40.31249999999999	
38840.1432278	275.04	10.7441860465	63.5348837209	45.4186046512	108296.673564	32	348	386	17.0	174.0	123.0	191	7.0	24.0	17.0	16	0	102.36570501327515	1650	3257.4632680416107	980	40.6060606060606	
37164.2919376	275.4	11.0217391304	65.1086956522	46.6086956522	117832.296201	33	353	369	15.0	186.0	132.0	211	8.0	25.0	18.0	17	0	109.86338019371033	1700	3367.326648235321	1013	40.411764705882355	
39261.1496942	294.26	11.4615384615	71.7948717949	51.4615384615	117832.296201	34	365	381	16.0	188.0	133.0	215	8.0	45.0	32.0	17	0	95.2633695602417	1750	3462.5900177955627	1043	40.400000000000006	
44036.2843151	287.48	10.7380952381	62.119047619	44.619047619	117832.296201	35	374	378	15.0	156.0	111.0	215	8.0	39.0	28.0	18	0	96.15702366828918	1800	3558.747041463852	1078	40.11111111111111	
42228.4010963	288.54	10.3658536585	62.6097560976	44.9268292683	117832.296201	36	384	409	16.0	218.0	155.0	202	7.0	24.0	17.0	18	0	96.03530812263489	1850	3654.782349586487	1108	40.10810810810811	
49615.6115072	293.88	10.7608695652	70.652173913	50.6739130435	117832.296201	37	389	434	16.0	264.0	188.0	198	8.0	33.0	24.0	18	0	113.08843159675598	1900	3767.870781183243	1137	40.1578947368421	
41746.0740627	312.88	11.0769230769	72.8205128205	52.1794871795	117832.296201	38	401	423	15.0	230.0	163.0	219	9.0	33.0	24.0	18	0	95.57793951034546	1950	3863.4487206935883	1166	40.205128205128204	
38766.8409361	323.1	11.6829268293	83.7317073171	59.9268292683	246231.592633	39	411	461	17.0	345.0	246.0	219	9.0	46.0	33.0	18	0	104.9743435382843	2000	3968.4230642318726	1197	40.15	
45262.479827	321.44	11.0	83.7857142857	59.9285714286	246231.592633	40	420	409	15.0	331.0	236.0	225	8.0	45.0	32.0	18	0	105.44050240516663	2050	4073.863566637039	1225	40.243902439024396	
44357.2309911	323.58	11.5	94.6842105263	67.6578947368	246231.592633	41	432	483	16.0	331.0	236.0	145	8.0	25.0	18.0	19	0	99.99383211135864	2100	4173.857398748398	1256	40.19047619047619	
47697.2375946	330.22	12.2	110.425	78.95	268209.545827	42	443	498	16.0	359.0	256.0	155	8.0	45.0	32.0	22	0	100.96672415733337	2150	4274.824122905731	1286	40.18604651162791	
38969.7722325	347.92	12.119047619	106.095238095	75.9285714286	268209.545827	43	452	490	16.0	359.0	256.0	247	8.0	25.0	18.0	25	0	105.1234085559845	2200	4379.947531461716	1319	40.045454545454554	
48746.9444178	347.54	12.0	122.846153846	87.8974358974	268209.545827	44	464	499	16.0	359.0	256.0	252	7.0	24.0	17.0	25	0	113.82776761054993	2250	4493.775299072266	1344	40.26666666666666	
53500.1708401	355.26	12.9696969697	140.303030303	100.454545455	268209.545827	45	482	495	16.0	422.0	301.0	262	8.0	35.0	25.0	28	0	85.67455053329468	2300	4579.44984960556	1369	40.47826086956522	
55817.715548	347.58	13.027027027	126.135135135	90.4054054054	268209.545827	46	496	491	16.0	383.0	274.0	227	9.0	46.0	33.0	29	0	101.21100044250488	2350	4680.660850048065	1396	40.59574468085106	
58501.8201948	349.74	12.8666666667	130.711111111	93.6	268209.545827	47	502	461	16.0	383.0	274.0	250	8.0	25.0	18.0	29	0	137.95543432235718	2400	4818.616284370422	1436	40.166666666666664	
73939.6093033	323.22	12.5128205128	122.846153846	87.8717948718	268209.545827	48	514	484	17.0	383.0	274.0	195	9.0	50.0	36.0	29	0	113.19157147407532	2450	4931.807855844498	1463	40.28571428571428	
64714.6054608	321.84	12.4857142857	113.771428571	81.4571428571	268209.545827	49	530	494	16.0	359.0	256.0	133	9.0	52.0	37.0	29	0	96.6182770729065	2500	5028.426132917404	1487	40.52	
53743.9206093	324.76	12.5777777778	112.466666667	80.4222222222	268209.545827	50	536	488	16.0	359.0	256.0	189	8.0	31.0	22.0	30	0	122.19157147407532	2550	5150.6177043914795	1527	40.11764705882352	
