ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
207778.722318	22.516	8.214	19.708	15.166	563323.551413	0	0	78	10	69	52	9	6	8	6	0	0	1732.6103944778442	500	1732.6103944778442	348	30.400000000000006	
256955.766316	22.226	8.33333333333	15.7619047619	12.2301587302	666450.083419	1	375	77	17.0	60.0	45.0	5	6.0	8.0	6.0	0	0	415.00372791290283	1000	2147.614122390747	407	59.300000000000004	
341407.841641	23.772	8.01986754967	14.059602649	10.9470198675	723189.096879	2	574	78	17.0	63.0	49.0	3	6.0	8.0	6.0	1	0	1004.5353720188141	1500	3152.149494409561	466	68.93333333333334	
392560.501781	27.292	8.20183486239	14.3088685015	11.1743119266	737066.506173	3	748	76	17.0	61.0	47.0	4	6.0	8.0	6.0	1	0	1092.3299098014832	2000	4244.479404211044	541	72.95	
410943.619303	28.352	8.15492957746	14.1830985915	11.076056338	737066.506173	4	894	87	17.0	77.0	59.0	3	6.0	8.0	6.0	1	0	1154.6053586006165	2500	5399.084762811661	615	75.4	
423877.16696	29.692	8.59763313609	15.8816568047	12.4201183432	737066.506173	5	1057	91	17.0	77.0	59.0	2	6.0	8.0	6.0	1	0	895.7667074203491	3000	6294.85147023201	700	76.66666666666667	
424677.435311	34.032	9.0	17.8541033435	13.9300911854	737066.506173	6	1229	92	17.0	78.0	60.0	5	6.0	8.0	6.0	1	0	881.8476376533508	3500	7176.699107885361	788	77.48571428571428	
437698.544893	34.938	8.90342679128	17.7632398754	13.8691588785	737066.506173	7	1409	92	17.0	77.0	59.0	6	6.0	8.0	6.0	2	0	899.0968790054321	4000	8075.795986890793	880	78.0	
438618.647302	33.352	8.5635359116	16.0828729282	12.5773480663	745479.047262	8	1548	74	17.0	70.0	54.0	4	6.0	8.0	6.0	2	0	1133.4502701759338	4500	9209.246257066727	980	78.22222222222223	
454030.128534	33.566	8.84702549575	17.2492917847	13.4759206799	797674.44992	9	1696	84	17.0	67.0	52.0	10	6.0	8.0	6.0	2	0	871.247745513916	5000	10080.494002580643	1097	78.06	
455536.903902	36.696	9.08849557522	18.7699115044	14.6489675516	797674.44992	10	1858	84	17.0	78.0	60.0	7	6.0	8.0	6.0	2	0	843.4853754043579	5500	10923.979377985	1202	78.14545454545454	
467614.312307	38.314	9.47647058824	20.9029411765	16.3176470588	797674.44992	11	2019	83	17.0	78.0	60.0	5	6.0	8.0	6.0	4	0	748.8855748176575	6000	11672.864952802658	1327	77.88333333333333	
434739.89097	40.028	9.72727272727	21.7184750733	17.0146627566	899254.173609	12	2179	90	17.0	78.0	60.0	7	6.0	8.0	6.0	6	0	694.4129054546356	6500	12367.277858257294	1473	77.33846153846154	
432992.600817	41.182	9.75609756098	22.8211382114	17.8563685637	899254.173609	13	2311	95	17.0	78.0	62.0	3	6.0	8.0	6.0	7	0	760.0536234378815	7000	13127.331481695175	1628	76.74285714285715	
419344.788349	43.184	9.89714285714	23.3571428571	18.2571428571	899254.173609	14	2462	110	17.0	80.0	61.0	8	6.0	8.0	6.0	7	0	625.9160454273224	7500	13753.247527122498	1776	76.32	
435193.5141	43.354	10.0	23.9857142857	18.7457142857	899254.173609	15	2613	103	17.0	73.0	55.0	8	6.0	8.0	6.0	8	0	724.0781576633453	8000	14477.325684785843	1934	75.825	
432543.608785	44.146	9.95492957746	23.6732394366	18.5492957746	1005162.43359	16	2759	91	17.0	95.0	72.0	7	6.0	8.0	6.0	10	0	636.223372220993	8500	15113.549057006836	2092	75.38823529411765	
402599.572143	45.276	9.90677966102	23.4717514124	18.3502824859	1005162.43359	17	2906	91	17.0	87.0	67.0	6	6.0	8.0	6.0	12	0	722.6338438987732	9000	15836.18290090561	2235	75.16666666666667	
452346.943889	45.816	10.0082191781	24.4219178082	19.095890411	1005162.43359	18	3042	125	17.0	82.0	63.0	7	6.0	8.0	6.0	12	0	667.0695736408234	9500	16503.252474546432	2388	74.86315789473684	
450457.390752	47.418	10.3468834688	25.9620596206	20.3089430894	1005162.43359	19	3174	105	17.0	87.0	66.0	7	6.0	8.0	6.0	12	0	672.0265922546387	10000	17175.27906680107	2558	74.42	
479607.887664	51.272	10.7351190476	28.2023809524	22.0595238095	1005162.43359	20	3339	110	17.0	104.0	82.0	8	6.0	8.0	6.0	12	0	621.4673359394073	10500	17796.74640274048	2717	74.12380952380953	
466217.074551	51.108	10.7735294118	28.3294117647	22.1794117647	1005162.43359	21	3500	118	17.0	104.0	82.0	10	6.0	8.0	6.0	12	0	627.7628190517426	11000	18424.50922179222	2872	73.89090909090909	
