ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
163421.987718	168.415	13.43	145.22	112.43	628612.42444	0	0	1110	20	954	740	9	6	8	6	20	0	569.5550711154938	200	569.5550711154938	178	11.0	
224051.714636	118.32	10.6315789474	29.9473684211	23.4035087719	628612.42444	1	143	500	25.0	158.0	123.0	8	6.0	8.0	6.0	21	0	120.60303616523743	400	690.1581072807312	216	46.0	
322535.985443	105.36	10.7256637168	26.3008849558	20.6371681416	628612.42444	2	230	432	23.0	141.0	108.0	7	6.0	8.0	6.0	22	0	212.967609167099	600	903.1257164478302	273	54.5	
402253.438229	128.015	10.704	25.224	19.88	628612.42444	3	305	435	24.0	141.0	108.0	12	6.0	8.0	6.0	23	0	231.7278609275818	800	1134.853577375412	341	57.375	
459280.850529	146.08	11.25	30.828125	24.1953125	648097.161899	4	377	448	27.0	162.0	125.0	12	6.0	8.0	6.0	25	0	241.89935541152954	1000	1376.7529327869415	396	60.4	
454649.125052	117.34	11.3969465649	29.7175572519	23.3664122137	648097.161899	5	446	431	23.0	141.0	108.0	10	6.0	8.0	6.0	25	0	248.9079144001007	1200	1625.6608471870422	467	61.083333333333336	
471356.537706	97.47	11.5	31.4928571429	24.6857142857	648097.161899	6	506	284	27.0	144.0	110.0	9	6.0	8.0	6.0	25	0	280.2251446247101	1400	1905.8859918117523	532	62.0	
394014.132852	102.87	11.6899224806	32.1860465116	25.1395348837	648097.161899	7	577	272	27.0	171.0	131.0	18	6.0	8.0	6.0	26	0	247.71942973136902	1600	2153.6054215431213	609	61.9375	
463763.159182	99.13	12.4573643411	34.1705426357	26.6899224806	700650.24533	8	648	272	28.0	121.0	95.0	23	6.0	8.0	6.0	28	0	247.284437417984	1800	2400.8898589611053	679	62.27777777777778	
485750.934524	96.125	12.65	37.7166666667	29.4333333333	700650.24533	9	728	273	29.0	242.0	188.0	30	6.0	8.0	6.0	29	0	230.36341619491577	2000	2631.253275156021	738	63.1	
524406.902982	99.46	13.9140625	45.46875	35.515625	704703.345785	10	800	303	29.0	242.0	186.0	29	6.0	8.0	6.0	29	0	256.5570547580719	2200	2887.810329914093	800	63.63636363636363	
524406.902982	99.46	13.9140625	45.46875	35.515625	704703.345785	10	800	303	29.0	242.0	186.0	29	6.0	8.0	6.0	29	0	256.5570547580719	2200	2887.810329914093	800	63.63636363636363	
