ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
12999.2982456	165.9	12.85	144.45	110.8	18997.8947368	0	0	831	20	729	554	10	7	9	7	2	0	51.34696960449219	20	51.34696960449219	18	10.0	
18997.8947368	122.15	8.45454545455	16.7272727273	13.0909090909	18997.8947368	1	10	425	14.0	43.0	34.0	10	7.0	9.0	7.0	2	0	18.279465436935425	40	69.62643504142761	23	42.50000000000001	
17613.6032389	85.15	8.69230769231	16.6153846154	12.8461538462	18997.8947368	2	18	434	13.0	30.0	23.0	7	7.0	9.0	7.0	2	0	22.092315912246704	60	91.71875095367432	29	51.666666666666664	
17069.7744361	190.7	11.3571428571	32.6428571429	25.6428571429	18997.8947368	3	25	438	27.0	134.0	106.0	7	6.0	8.0	6.0	2	0	25.240383625030518	80	116.95913457870483	36	55.0	
18355.1879699	127.15	12.0	34.5	27.2857142857	18997.8947368	4	32	446	30.0	135.0	107.0	7	6.0	8.0	6.0	2	0	24.936251878738403	100	141.89538645744324	44	56.0	
17939.3188854	109.3	10.9411764706	23.7058823529	19.1764705882	18997.8947368	5	36	441	15.0	51.0	42.0	11	6.0	8.0	6.0	2	0	29.67982029914856	120	171.5752067565918	55	54.16666666666667	
17610.0889174	129.9	12.5555555556	36.4444444444	29.1111111111	18997.8947368	6	48	441	28.0	124.0	100.0	11	7.0	9.0	7.0	2	0	15.380983352661133	140	186.95619010925293	59	57.857142857142854	
18729.2518416	175.65	15.2307692308	52.0769230769	41.8461538462	18997.8947368	7	56	492	28.0	129.0	104.0	21	7.0	9.0	7.0	2	0	24.02108883857727	160	210.9772789478302	65	59.375	
17361.9138756	108.6	10.3636363636	22.0	17.5454545455	18997.8947368	8	66	433	18.0	49.0	39.0	21	7.0	9.0	7.0	2	0	18.33333158493042	180	229.31061053276062	72	60.0	
17712.481203	178.95	10.9285714286	24.9285714286	19.5714285714	18997.8947368	9	73	433	18.0	54.0	42.0	12	7.0	9.0	7.0	2	0	24.027669668197632	200	253.33828020095825	76	62.0	
13856.2406015	140.75	13.7857142857	41.2142857143	32.3571428571	18997.8947368	10	80	428	29.0	128.0	102.0	11	7.0	9.0	7.0	2	0	25.72279715538025	220	279.0610773563385	87	60.45454545454545	
13856.2406015	140.75	13.7857142857	41.2142857143	32.3571428571	18997.8947368	10	80	428	29.0	128.0	102.0	11	7.0	9.0	7.0	2	0	25.72279715538025	220	279.0610773563385	87	60.45454545454545	
