ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
144757.931193	117.375	12.885	102.01	78.425	563323.551413	0	0	1033	20	881	689	12	6	11	8	13	0	1099.3100225925446	200	1099.3100225925446	187	6.5	
172073.538552	105.095	10.5243902439	29.6707317073	22.7926829268	563323.551413	1	118	472	28.0	182.0	144.0	6	6.0	11.0	8.0	13	0	387.1326196193695	400	1486.442642211914	255	36.25000000000001	
271379.206129	97.765	10.2642857143	27.6785714286	21.1571428571	563323.551413	2	178	385	29.0	144.0	113.0	10	6.0	11.0	8.0	13	0	501.06817173957825	600	1987.5108139514923	347	42.166666666666664	
309067.37546	105.365	10.8188405797	29.7391304348	22.8550724638	563323.551413	3	240	394	29.0	144.0	113.0	11	6.0	11.0	8.0	13	0	492.40168356895447	800	2479.912497520447	442	44.75	
417895.814908	104.48	10.8732394366	30.8873239437	23.7816901408	563323.551413	4	298	392	29.0	251.0	193.0	5	6.0	11.0	8.0	14	0	514.6599926948547	1000	2994.5724902153015	531	46.9	
332174.078661	98.42	10.8145695364	30.1523178808	23.2715231788	563323.551413	5	347	413	28.0	155.0	122.0	16	6.0	11.0	8.0	15	0	542.5638461112976	1200	3537.136336326599	641	46.58333333333333	
374980.427704	115.035	10.231292517	26.4489795918	20.2925170068	563323.551413	6	400	410	23.0	81.0	64.0	12	6.0	11.0	8.0	15	0	523.3440051078796	1400	4060.4803414344788	738	47.285714285714285	
366274.343501	99.815	10.4583333333	28.0555555556	21.5555555556	563323.551413	7	456	417	27.0	113.0	86.0	9	6.0	11.0	8.0	16	0	511.4590277671814	1600	4571.93936920166	830	48.12499999999999	
442973.113544	135.31	11.7407407407	36.1604938272	27.8641975309	633798.573848	8	494	469	29.0	291.0	225.0	15	6.0	11.0	8.0	18	0	578.5142834186554	1800	5150.453652620316	944	47.55555555555555	
383941.238946	133.83	12.5460122699	38.2208588957	29.4846625767	633798.573848	9	531	450	25.0	117.0	93.0	14	6.0	11.0	8.0	21	0	581.0222609043121	2000	5731.475913524628	1059	47.050000000000004	
432055.868306	127.135	12.9810126582	42.3101265823	32.6075949367	746075.183918	10	573	457	28.0	160.0	123.0	18	6.0	11.0	8.0	21	0	585.2790176868439	2200	6316.754931211472	1160	47.27272727272728	
443004.403875	107.025	13.1518987342	44.3164556962	34.1708860759	746075.183918	11	615	435	28.0	164.0	127.0	17	6.0	11.0	8.0	23	0	485.89514684677124	2400	6802.650078058243	1270	47.083333333333336	
439169.957715	107.535	13.1987951807	45.5120481928	35.0722891566	746075.183918	12	649	500	28.0	225.0	173.0	19	6.0	11.0	8.0	24	0	509.3748481273651	2600	7312.024926185608	1390	46.53846153846154	
430477.875469	114.84	13.9548022599	52.418079096	40.395480226	746075.183918	13	672	428	30.0	196.0	151.0	26	6.0	11.0	8.0	26	0	542.0694291591644	2800	7854.094355344772	1528	45.42857142857143	
