ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
150773.471947	24.37	8.34	21.02	16.35	563323.551413	0	0	67	10	58	45	9	6	8	6	0	0	137.74606084823608	100	137.74606084823608	89	11.0	
341994.130848	24.68	8.0	14.65	11.45	563323.551413	1	81	62	13.0	43.0	34.0	7	7.0	9.0	7.0	0	0	16.16089963912964	200	153.90696048736572	102	49.0	
341994.130848	22.01	7.71666666667	12.1666666667	9.53333333333	563323.551413	2	122	43	15.0	31.0	25.0	7	6.0	8.0	6.0	0	0	37.81023645401001	300	191.71719694137573	129	57.0	
314327.953277	23.93	7.73333333333	12.1166666667	9.5	563323.551413	3	163	43	15.0	39.0	31.0	6	6.0	8.0	6.0	0	0	37.25345754623413	400	228.97065448760986	149	62.75	
404148.283198	25.76	7.49315068493	11.3698630137	8.8904109589	563323.551413	4	191	44	13.0	42.0	33.0	9	6.0	8.0	6.0	0	0	46.508872270584106	500	275.47952675819397	166	66.8	
437568.198819	27.17	7.5303030303	10.9393939394	8.56060606061	563323.551413	5	226	48	14.0	26.0	21.0	8	6.0	8.0	6.0	0	0	39.929232120513916	600	315.4087588787079	175	70.83333333333333	
442047.156582	26.15	7.43835616438	10.8904109589	8.52054794521	563323.551413	6	254	54	14.0	39.0	31.0	5	6.0	8.0	6.0	0	0	48.614489793777466	700	364.02324867248535	185	73.57142857142857	
424992.663559	29.36	7.65	11.3875	8.9375	563323.551413	7	275	53	14.0	39.0	31.0	9	6.0	8.0	6.0	0	0	50.120619773864746	800	414.1438684463501	204	74.5	
455732.86086	29.99	7.80555555556	11.5138888889	9.05555555556	563323.551413	8	304	51	14.0	28.0	23.0	11	6.0	8.0	6.0	0	0	44.59987783432007	900	458.74374628067017	214	76.22222222222223	
455533.249189	34.87	7.93506493506	12.5584415584	9.88311688312	563323.551413	9	328	64	15.0	51.0	40.0	11	6.0	8.0	6.0	0	0	52.17676877975464	1000	510.9205150604248	226	77.4	
435633.501087	33.92	7.84615384615	12.5897435897	9.89743589744	563323.551413	10	351	55	14.0	50.0	40.0	15	6.0	8.0	6.0	0	0	51.1299946308136	1100	562.0505096912384	245	77.72727272727272	
507991.196271	31.97	7.9	12.5875	9.9125	563323.551413	11	372	57	14.0	44.0	35.0	15	7.0	9.0	7.0	0	0	50.22306036949158	1200	612.27357006073	264	78.0	
466778.698542	34.69	8.08860759494	12.9746835443	10.2405063291	563323.551413	12	394	57	15.0	38.0	31.0	11	6.0	8.0	6.0	0	0	52.82393288612366	1300	665.0975029468536	278	78.61538461538461	
441421.383135	33.73	7.6375	11.8125	9.275	563323.551413	13	415	69	17.0	46.0	38.0	10	6.0	8.0	6.0	0	0	55.56979465484619	1400	720.6672976016998	287	79.5	
425259.471628	35.88	7.65789473684	11.5789473684	9.09210526316	563323.551413	14	440	85	14.0	41.0	32.0	14	6.0	8.0	6.0	0	0	49.61496019363403	1500	770.2822577953339	303	79.8	
449252.820044	40.62	8.44444444444	14.8024691358	11.6913580247	563323.551413	15	460	82	17.0	41.0	33.0	11	6.0	8.0	6.0	0	0	61.69894361495972	1600	831.9812014102936	327	79.5625	
445951.888992	39.22	8.12121212121	13.4242424242	10.6060606061	563323.551413	16	495	86	14.0	38.0	30.0	11	6.0	8.0	6.0	0	0	46.96882772445679	1700	878.9500291347504	344	79.76470588235294	
432273.236604	38.12	8.0	12.8815789474	10.1578947368	563323.551413	17	520	87	17.0	69.0	55.0	10	6.0	8.0	6.0	0	0	53.904470443725586	1800	932.854499578476	360	80.0	
408392.957017	38.97	8.01333333333	12.1866666667	9.61333333333	563323.551413	18	546	78	15.0	39.0	32.0	4	6.0	8.0	6.0	0	0	49.15355944633484	1900	982.0080590248108	380	80.0	
491716.974171	40.74	8.51764705882	13.6588235294	10.8352941176	563323.551413	19	562	87	16.0	62.0	49.0	12	6.0	8.0	6.0	0	0	55.62324905395508	2000	1037.6313080787659	396	80.2	
459168.52997	39.08	8.21176470588	13.7529411765	10.8705882353	563323.551413	20	578	83	15.0	62.0	49.0	10	6.0	8.0	6.0	0	0	57.5233039855957	2100	1095.1546120643616	417	80.14285714285714	
482349.373157	36.48	7.9512195122	12.3902439024	9.75609756098	563323.551413	21	597	80	16.0	44.0	36.0	7	6.0	8.0	6.0	0	0	52.9784882068634	2200	1148.133100271225	432	80.36363636363636	
477091.309634	36.2	8.02597402597	13.1168831169	10.3506493506	563323.551413	22	621	72	14.0	50.0	39.0	7	7.0	9.0	7.0	0	0	52.05448508262634	2300	1200.1875853538513	452	80.34782608695653	
455275.462682	34.05	8.28395061728	14.3950617284	11.3703703704	563323.551413	23	641	72	16.0	50.0	39.0	8	6.0	8.0	6.0	0	0	59.318445920944214	2400	1259.5060312747955	471	80.375	
447486.459226	33.43	8.77272727273	15.7121212121	12.4393939394	563323.551413	24	676	68	16.0	73.0	57.0	9	6.0	8.0	6.0	0	0	51.10192847251892	2500	1310.6079597473145	491	80.36	
401479.144655	33.18	8.44	14.1333333333	11.1866666667	563323.551413	25	702	69	17.0	52.0	42.0	10	6.0	8.0	6.0	0	0	51.94554162025452	2600	1362.553501367569	514	80.23076923076923	
