ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
232724.030577	181.81	13.0909090909	162.222222222	121.868686869	645520.358171	0	1	1242	20.0	1103.0	828.0	19	6.0	18.0	13.0	8	0	256.7701892852783	100	256.7701892852783	91	9.0	
365851.205752	140.2	17.7826086957	117.52173913	88.6086956522	645520.358171	1	79	480	30.0	403.0	287.0	23	10.0	35.0	26.0	9	0	58.75697064399719	200	315.5271599292755	112	43.99999999999999	
493118.587466	105.69	17.3703703704	98.7222222222	75.1851851852	645520.358171	2	126	322	30.0	328.0	249.0	2	10.0	35.0	26.0	9	0	137.34697818756104	300	452.87413811683655	141	53.0	
501420.888657	117.24	18.1551724138	101.017241379	76.8103448276	645520.358171	3	169	337	30.0	328.0	249.0	12	9.0	28.0	21.0	9	0	164.60411739349365	400	617.4782555103302	175	56.25	
450089.337179	120.66	17.9846153846	98.0615384615	74.4615384615	645520.358171	4	205	322	30.0	240.0	181.0	1	8.0	24.0	18.0	9	0	185.53294467926025	500	803.0112001895905	220	56.0	
525816.816924	123.1	17.21875	96.453125	73.140625	645520.358171	5	242	266	30.0	321.0	240.0	3	8.0	24.0	18.0	11	0	171.16231203079224	600	974.1735122203827	253	57.83333333333333	
481110.562365	140.48	16.9344262295	90.5245901639	68.0983606557	645520.358171	6	282	288	27.0	197.0	151.0	1	10.0	32.0	24.0	11	0	142.11457562446594	700	1116.2880878448486	294	58.0	
577327.347364	133.03	18.5507246377	98.4202898551	74.1014492754	645520.358171	7	314	251	30.0	201.0	151.0	17	9.0	28.0	21.0	12	0	158.01394724845886	800	1274.3020350933075	335	58.125	
495512.378353	135.72	18.5862068966	91.4310344828	68.5517241379	645520.358171	8	357	233	29.0	150.0	112.0	46	11.0	37.0	28.0	13	0	131.53544664382935	900	1405.8374817371368	374	58.44444444444444	
415773.544344	119.92	18.5076923077	95.8769230769	71.7692307692	645520.358171	9	393	199	30.0	165.0	125.0	30	11.0	47.0	35.0	14	0	152.1016182899475	1000	1557.9391000270844	418	58.2	
465514.048776	126.35	18.9545454545	95.5606060606	71.3939393939	661429.341763	10	428	225	30.0	161.0	120.0	50	9.0	28.0	21.0	14	0	155.23578882217407	1100	1713.1748888492584	463	57.90909090909091	
465514.048776	126.35	18.9545454545	95.5606060606	71.3939393939	661429.341763	10	428	225	30.0	161.0	120.0	50	9.0	28.0	21.0	14	0	155.23578882217407	1100	1713.1748888492584	463	57.90909090909091	
