ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
15153.085289	117.864	8.426	112.084	78.794	53873.9475076	0	0	747	10	711	498	25	7	24	17	7	0	3039.0124247074127	500	3039.0124247074127	493	1.4000000000000057	
14017.8023051	138.004	9.72985781991	59.654028436	42.3033175355	53873.9475076	1	290	499	17.0	362.0	258.0	12	7.0	24.0	17.0	10	0	842.0520842075348	1000	3881.0645089149475	683	31.69999999999999	
14446.036518	136.764	9.9593495935	61.1002710027	43.3550135501	59166.8009293	2	422	457	17.0	495.0	351.0	2	7.0	24.0	17.0	14	0	1924.6996223926544	1500	5805.764131307602	952	36.53333333333333	
15194.1969941	151.458	9.87917737789	54.0565552699	38.3958868895	59166.8009293	3	534	479	17.0	565.0	401.0	1	7.0	24.0	17.0	16	0	1865.1544580459595	2000	7670.918589353561	1257	37.150000000000006	
16830.4438554	155.724	9.67605633803	50.396713615	35.8075117371	59166.8009293	4	609	470	17.0	565.0	401.0	1	7.0	24.0	17.0	17	0	1706.8885049819946	2500	9377.807094335556	1580	36.8	
17546.011036	166.012	9.51157407407	50.3425925926	35.7453703704	59166.8009293	5	678	488	17.0	565.0	401.0	10	7.0	24.0	17.0	18	0	1754.7409842014313	3000	11132.548078536987	1901	36.633333333333326	
17755.3700256	176.604	9.54090909091	46.7113636364	33.2	59166.8009293	6	739	495	17.0	445.0	315.0	3	7.0	24.0	17.0	18	0	1742.3317008018494	3500	12874.879779338837	2241	35.971428571428575	
17290.2192501	175.94	9.37946428571	43.2991071429	30.7901785714	60632.3879527	7	792	498	17.0	423.0	298.0	3	7.0	24.0	17.0	18	0	1743.6870155334473	4000	14618.566794872284	2590	35.25	
16842.7430243	162.344	9.34624145786	44.1093394077	31.3735763098	60632.3879527	8	854	500	17.0	423.0	298.0	2	7.0	24.0	17.0	18	0	1872.116447687149	4500	16490.683242559433	2939	34.6888888888889	
16349.8655261	163.952	9.21698113208	42.1650943396	29.983490566	60632.3879527	9	931	488	17.0	358.0	254.0	6	7.0	24.0	17.0	18	0	1740.352742433548	5000	18231.03598499298	3272	34.56	
16634.6029045	176.834	9.17937219731	40.1883408072	28.5739910314	60632.3879527	10	986	494	17.0	207.0	147.0	2	7.0	24.0	17.0	18	0	1703.7684199810028	5500	19934.804404973984	3618	34.21818181818182	
17118.3402142	185.52	9.27688787185	42.9061784897	30.4805491991	60632.3879527	11	1050	498	17.0	215.0	153.0	5	7.0	24.0	17.0	18	0	1697.2128176689148	6000	21632.0172226429	3948	34.2	
17160.8081004	180.288	9.17701149425	41.6689655172	29.6022988506	60632.3879527	12	1116	489	17.0	324.0	229.0	10	7.0	24.0	17.0	18	0	1685.7618231773376	6500	23317.779045820236	4283	34.107692307692304	
17229.932751	194.274	9.18414918415	42.2634032634	30.0116550117	60632.3879527	13	1188	497	17.0	330.0	235.0	7	7.0	24.0	17.0	18	0	1671.197639465332	7000	24988.97668528557	4605	34.21428571428572	
17519.8028289	187.496	9.32731376975	44.6297968397	31.6997742664	60632.3879527	14	1246	492	17.0	427.0	301.0	6	7.0	24.0	17.0	18	0	1740.8863933086395	7500	26729.863078594208	4954	33.94666666666667	
17372.5846577	201.276	9.36404494382	43.5168539326	30.9033707865	60632.3879527	15	1302	498	17.0	312.0	222.0	13	7.0	24.0	17.0	18	0	1720.15922665596	8000	28450.022305250168	5288	33.89999999999999	
17444.7633103	206.444	9.38672768879	46.4347826087	32.9588100686	60632.3879527	16	1366	498	17.0	439.0	311.0	12	7.0	24.0	17.0	18	0	1721.697983264923	8500	30171.72028851509	5624	33.83529411764707	
17779.0735398	209.926	9.24170616114	44.8601895735	31.8672985782	60632.3879527	17	1445	493	17.0	439.0	311.0	1	7.0	24.0	17.0	18	0	1649.2287242412567	9000	31820.949012756348	5949	33.89999999999999	
18232.2993831	226.772	9.17361111111	42.8726851852	30.462962963	60632.3879527	18	1514	489	17.0	246.0	174.0	5	7.0	24.0	17.0	18	0	1668.8730363845825	9500	33489.82204914093	6286	33.83157894736843	
20016.3511905	234.802	9.33488372093	46.1744186047	32.7674418605	60632.3879527	19	1585	495	17.0	273.0	194.0	12	7.0	24.0	17.0	18	0	1998.2301170825958	10000	35488.052166223526	6612	33.879999999999995	
20044.6902507	233.618	9.41067285383	46.4709976798	32.9837587007	60632.3879527	20	1655	494	17.0	273.0	194.0	7	7.0	24.0	17.0	19	0	1880.1017332077026	10500	37368.15389943123	6943	33.87619047619047	
20044.6902507	233.618	9.41067285383	46.4709976798	32.9837587007	60632.3879527	20	1655	494	17.0	273.0	194.0	7	7.0	24.0	17.0	19	0	1880.1017332077026	10500	37368.15389943123	6943	33.87619047619047	
