ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
10195.446672	21.07	8.15	18.3	14.19	10476.6992	0	0	0	58	10	50	39	9	6	8	6	0	126.41744112968445	100	126.41744112968445	93	7.0	
10101.0501722	19.97	7.52777777778	12.4444444444	9.5	10476.6992	1	0	65	57	10.0	22.0	16.0	5	6.0	8.0	6.0	0	43.836392879486084	200	170.25383400917053	114	43.00000000000001	
10261.1563409	19.86	7.5303030303	12.1666666667	9.39393939394	12458.6433	2	0	100	46	13.0	34.0	25.0	7	6.0	8.0	6.0	0	84.19754481315613	300	254.45137882232666	137	54.333333333333336	
10345.227352	19.43	7.53333333333	12.0933333333	9.34666666667	12458.6433	3	0	126	46	13.0	39.0	30.0	7	6.0	8.0	6.0	0	92.02317929267883	400	346.4745581150055	154	61.5	
10345.3264681	19.74	7.56944444444	11.7222222222	9.15277777778	12458.6433	4	0	155	47	13.0	39.0	30.0	5	6.0	8.0	6.0	0	88.33525800704956	500	434.80981612205505	175	65.0	
10394.9857541	21.35	7.82432432432	12.4459459459	9.74324324324	12458.6433	5	0	182	50	13.0	35.0	27.0	4	6.0	8.0	6.0	0	87.41010069847107	600	522.2199168205261	192	68.0	
10480.3949689	22.44	8.08196721311	13.8196721311	10.6885245902	12458.6433	6	0	222	43	13.0	32.0	24.0	4	6.0	8.0	6.0	0	72.02422785758972	700	594.2441446781158	210	70.0	
10599.9094595	24.14	8.43037974684	15.0886075949	11.6962025316	12458.6433	7	0	244	44	17.0	48.0	37.0	6	6.0	8.0	6.0	0	93.72138476371765	800	687.9655294418335	231	71.125	
10694.6939986	27.48	9.52173913043	18.7101449275	14.5362318841	12458.6433	8	0	276	56	15.0	41.0	32.0	4	6.0	8.0	6.0	0	80.9086229801178	900	768.8741524219513	265	70.55555555555556	
10517.4287169	30.63	9.7323943662	19.4788732394	15.0704225352	12458.6433	9	0	306	60	16.0	51.0	38.0	10	6.0	8.0	6.0	0	83.5149405002594	1000	852.3890929222107	297	70.3	
10690.7973703	32.34	9.7972972973	20.0	15.5135135135	13530.5908	10	0	333	76	16.0	47.0	36.0	4	7.0	9.0	7.0	0	87.85874319076538	1100	940.2478361129761	328	70.18181818181819	
10630.073144	38.41	10.1733333333	21.36	16.68	13530.5908	11	0	359	88	17.0	77.0	58.0	8	7.0	9.0	7.0	0	88.51230931282043	1200	1028.7601454257965	361	69.91666666666666	
10579.4654544	39.51	9.78481012658	20.0886075949	15.6075949367	13530.5908	12	0	381	95	17.0	65.0	50.0	8	6.0	8.0	6.0	0	93.48585820198059	1300	1122.246003627777	395	69.61538461538461	
10553.9911577	44.05	10.2816901408	21.6478873239	16.8591549296	14014.8166	13	0	411	100	17.0	70.0	54.0	12	6.0	8.0	6.0	0	83.70116424560547	1400	1205.9471678733826	429	69.35714285714286	
10594.9686062	49.52	9.44444444444	19.037037037	14.6913580247	16654.0613	14	0	431	101	17.0	74.0	55.0	8	6.0	8.0	6.0	0	96.7002785205841	1500	1302.6474463939667	460	69.33333333333334	
10550.0792506	53.07	8.65060240964	16.5060240964	12.6385542169	16654.0613	15	0	449	104	17.0	56.0	43.0	8	6.0	8.0	6.0	0	98.50180792808533	1600	1401.149254322052	479	70.0625	
