ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
217269.003177	103.002	8.404	99.62	68.788	1384034.27837	0	0	709	10	688	473	24	7	23	16	3	0	1528.8181936740875	500	1528.8181936740875	497	0.5999999999999943	
191680.759644	125.9	9.36888888889	58.0977777778	40.5111111111	1384034.27837	1	276	586	16.0	425.0	296.0	10	7.0	23.0	16.0	4	0	580.9226353168488	1000	2109.7408289909363	690	31.0	
240790.989384	158.108	9.65625	57.1432291667	39.8984375	1384034.27837	2	393	568	17.0	532.0	369.0	3	7.0	23.0	16.0	4	0	993.4075486660004	1500	3103.1483776569366	945	37.0	
287675.329104	175.286	9.83979328165	58.2609819121	40.6976744186	1384034.27837	3	507	576	17.0	532.0	369.0	3	7.0	23.0	16.0	4	0	1006.0013158321381	2000	4109.149693489075	1209	39.55	
327609.944967	169.864	9.87654320988	57.824691358	40.4098765432	1384034.27837	4	603	532	17.0	532.0	369.0	2	7.0	23.0	16.0	4	0	1040.5169858932495	2500	5149.666679382324	1491	40.36	
338324.567391	191.306	10.2868020305	65.1446700508	45.5203045685	1384034.27837	5	710	564	17.0	532.0	369.0	6	7.0	23.0	16.0	4	0	1038.7044832706451	3000	6188.371162652969	1757	41.43333333333333	
358459.190387	207.602	10.1975	68.5225	47.8175	1384034.27837	6	811	580	17.0	518.0	359.0	3	7.0	23.0	16.0	6	0	1060.188886165619	3500	7248.560048818588	2027	42.08571428571428	
401991.971543	209.686	10.4668367347	71.4617346939	49.9056122449	1384034.27837	7	920	667	17.0	518.0	359.0	2	7.0	23.0	16.0	8	0	1051.6732504367828	4000	8300.233299255371	2287	42.825	
419216.923592	230.888	10.6	74.7365853659	52.1853658537	1384034.27837	8	1011	712	17.0	518.0	359.0	9	7.0	23.0	16.0	8	0	1118.4389624595642	4500	9418.672261714935	2568	42.93333333333334	
436659.246557	248.76	10.1496259352	67.7581047382	47.2967581047	1384034.27837	9	1111	628	17.0	518.0	359.0	15	7.0	23.0	16.0	9	0	1068.3763978481293	5000	10487.048659563065	2814	43.720000000000006	
427984.949279	241.288	10.0475059382	65.6698337292	45.8147268409	1384034.27837	10	1191	563	17.0	409.0	284.0	8	7.0	23.0	16.0	9	0	1125.4858467578888	5500	11612.534506320953	3108	43.49090909090909	
441713.466598	242.04	9.95098039216	63.887254902	44.5735294118	1384034.27837	11	1284	618	17.0	318.0	221.0	20	7.0	23.0	16.0	9	0	1090.8295514583588	6000	12703.364057779312	3385	43.58333333333333	
466791.861046	238.77	9.9603960396	65.900990099	45.9653465347	1384034.27837	12	1381	586	17.0	405.0	282.0	3	7.0	23.0	16.0	11	0	1083.2201664447784	6500	13786.58422422409	3660	43.69230769230769	
473258.347355	235.31	9.73923444976	64.0	44.6220095694	1384034.27837	13	1464	625	17.0	403.0	280.0	11	7.0	23.0	16.0	11	0	1118.3920872211456	7000	14904.976311445236	3937	43.75714285714286	
451167.292383	231.904	9.495215311	59.1315789474	41.2320574163	1384034.27837	14	1547	656	17.0	397.0	274.0	7	7.0	23.0	16.0	12	0	1098.8920624256134	7500	16003.86837387085	4208	43.89333333333333	
443090.250051	240.7	9.37825059102	59.4704491726	41.4302600473	1384034.27837	15	1625	630	17.0	402.0	277.0	4	7.0	23.0	16.0	13	0	1108.7514498233795	8000	17112.61982369423	4491	43.862500000000004	
418080.312877	241.62	9.38738738739	57.722972973	40.2454954955	1384034.27837	16	1682	622	17.0	402.0	278.0	3	7.0	23.0	16.0	15	0	1159.2046411037445	8500	18271.824464797974	4805	43.470588235294116	
425685.317418	225.24	9.10829493088	52.6105990783	36.702764977	1384034.27837	17	1749	670	17.0	482.0	335.0	6	7.0	23.0	16.0	15	0	1128.0327246189117	9000	19399.857189416885	5087	43.47777777777778	
436393.032817	227.068	9.21126760563	56.9178403756	39.70657277	1384034.27837	18	1824	603	17.0	486.0	337.0	10	7.0	23.0	16.0	16	0	1117.579586982727	9500	20517.436776399612	5372	43.45263157894736	
474675.726967	236.486	9.17272727273	55.3363636364	38.5909090909	2157464.12941	19	1885	603	17.0	521.0	362.0	3	7.0	23.0	16.0	16	0	1055.6235582828522	10000	21573.060334682465	5658	43.42	
455783.266534	252.424	8.99333333333	53.1066666667	37.0088888889	2157464.12941	20	1936	603	17.0	486.0	337.0	33	7.0	23.0	16.0	16	0	1038.4076068401337	10500	22611.4679415226	5983	43.019047619047626	
455783.266534	252.424	8.99333333333	53.1066666667	37.0088888889	2157464.12941	20	1936	603	17.0	486.0	337.0	33	7.0	23.0	16.0	16	0	1038.4076068401337	10500	22611.4679415226	5983	43.019047619047626	
