ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
37666.1775706	22.8	8.2	19.7	15.3	563323.551413	0	0	57	10	49	38	9	6	8	6	0	0	23.78129816055298	20	23.78129816055298	19	5.0	
286661.775706	21.55	7.0	13.0	10.0	563323.551413	1	19	48	7.0	13.0	10.0	6	7.0	13.0	10.0	0	0	0.6718695163726807	40	24.45316767692566	20	50.0	
194441.183804	14.75	6.33333333333	9.66666666667	7.33333333333	563323.551413	2	37	17	7.0	13.0	10.0	10	6.0	8.0	6.0	0	0	1.265627384185791	60	25.71879506111145	20	66.66666666666667	
89046.2216304	13.65	6.57142857143	9.57142857143	7.28571428571	563323.551413	3	51	18	8.0	13.0	10.0	7	6.0	8.0	6.0	0	0	3.859382152557373	80	29.578177213668823	22	72.5	
49523.1108152	14.3	6.35714285714	8.64285714286	6.57142857143	563323.551413	4	58	21	7.0	13.0	10.0	8	6.0	8.0	6.0	0	0	8.28126573562622	100	37.859442949295044	25	75.0	
157552.947043	14.1	6.73333333333	9.26666666667	7.13333333333	563323.551413	5	64	20	7.0	13.0	10.0	9	6.0	8.0	6.0	0	0	8.984390020370483	120	46.84383296966553	30	75.0	
307943.450761	15.35	6.92307692308	9.84615384615	7.61538461538	563323.551413	6	72	23	8.0	14.0	11.0	8	6.0	8.0	6.0	0	0	7.953139305114746	140	54.79697227478027	33	76.42857142857143	
286661.775706	13.3	7.0	9.75	7.5625	563323.551413	7	77	22	8.0	14.0	11.0	9	6.0	8.0	6.0	0	0	9.781267642974854	160	64.57823991775513	38	76.25	
341994.130848	14.8	6.86666666667	9.4	7.26666666667	563323.551413	8	83	26	7.0	13.0	10.0	7	6.0	8.0	6.0	0	0	9.359392166137695	180	73.93763208389282	42	76.66666666666667	
326184.886521	15.5	7.0	9.57142857143	7.42857142857	563323.551413	9	90	27	8.0	14.0	11.0	9	6.0	8.0	6.0	0	0	8.375014305114746	200	82.31264638900757	46	77.0	
148330.887853	14.5	6.75	9.08333333333	7.0	563323.551413	10	99	22	7.0	13.0	10.0	7	6.0	8.0	6.0	0	0	7.000013589859009	220	89.31265997886658	48	78.18181818181819	
168092.443261	14.4	6.85714285714	9.42857142857	7.28571428571	563323.551413	11	106	20	8.0	14.0	11.0	7	6.0	8.0	6.0	0	0	8.359389305114746	240	97.67204928398132	52	78.33333333333333	
317401.973007	13.4	7.05555555556	9.94444444444	7.72222222222	563323.551413	12	109	19	8.0	14.0	11.0	7	6.0	8.0	6.0	0	0	10.828144311904907	260	108.50019359588623	55	78.84615384615384	
459575.385523	14.4	7.25	10.1875	7.9375	563323.551413	13	114	20	10.0	15.0	12.0	7	7.0	9.0	7.0	0	0	9.531267166137695	280	118.03146076202393	58	79.28571428571428	
462719.269338	15.1	7.36363636364	10.7272727273	8.36363636364	563323.551413	14	124	21	10.0	15.0	12.0	9	7.0	9.0	7.0	0	0	6.421886444091797	300	124.45334720611572	60	80.0	
489547.077891	17.55	7.73333333333	11.4	8.93333333333	563323.551413	15	130	29	10.0	15.0	12.0	9	6.0	8.0	6.0	0	0	9.093766450881958	320	133.54711365699768	63	80.3125	
498226.663011	20.2	7.76470588235	12.0588235294	9.47058823529	563323.551413	16	134	29	11.0	26.0	21.0	11	6.0	8.0	6.0	0	0	11.143303871154785	340	144.69041752815247	68	80.0	
517213.255462	21.4	8.0	12.3333333333	9.75	563323.551413	17	143	28	11.0	21.0	17.0	13	7.0	9.0	7.0	0	0	7.343762636184692	360	152.03418016433716	73	79.72222222222223	
405231.108152	19.9	9.0	15.7142857143	12.5714285714	563323.551413	18	150	29	14.0	31.0	25.0	7	6.0	8.0	6.0	0	0	8.87501573562622	380	160.90919589996338	79	79.21052631578948	
478196.851195	22.95	9.30769230769	16.4615384615	13.2307692308	563323.551413	19	158	41	14.0	31.0	25.0	9	6.0	8.0	6.0	0	0	8.187509775161743	400	169.09670567512512	84	79.0	
513021.410375	24.7	8.72727272727	16.6363636364	13.3636363636	563323.551413	20	168	45	12.0	47.0	38.0	9	7.0	9.0	7.0	0	0	7.593763589859009	420	176.69046926498413	86	79.52380952380952	
