ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	infeasible	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
10220.227002	22.5	8.26	19.76	15.16	13384.1629	0	0	0	76	10	68	51	9	6	8	6	0	72.43717122077942	50	72.43717122077942	50	0.0	
10416.29054	20.18	7.93333333333	13.4666666667	10.5333333333	13384.1629	1	0	36	58	10.0	33.0	25.0	5	7.0	9.0	7.0	0	20.974424839019775	100	93.4115960597992	60	40.0	
10365.7761065	28.8	7.54838709677	11.4193548387	8.83870967742	13384.1629	2	0	56	57	11.0	33.0	25.0	5	6.0	8.0	6.0	0	41.8863422870636	150	135.2979383468628	78	48.0	
10351.2130771	36.46	7.6	12.1714285714	9.37142857143	13384.1629	3	0	72	63	11.0	41.0	30.0	5	6.0	8.0	6.0	0	45.26851773262024	200	180.56645607948303	86	57.0	
10405.9044273	35.42	7.51515151515	11.4545454545	8.81818181818	13384.1629	4	0	90	75	12.0	33.0	25.0	6	6.0	8.0	6.0	0	41.02406334877014	250	221.59051942825317	94	62.4	
10425.0456361	39.96	7.52777777778	11.7777777778	9.02777777778	13384.1629	5	0	105	83	13.0	38.0	28.0	15	6.0	8.0	6.0	0	44.38781213760376	300	265.97833156585693	101	66.33333333333334	
10429.0189872	43.04	7.79487179487	12.641025641	9.76923076923	13384.1629	6	0	117	77	13.0	39.0	31.0	17	6.0	8.0	6.0	0	41.175467014312744	350	307.1537985801697	109	68.85714285714286	
10360.6135395	47.88	8.18421052632	14.7631578947	11.4736842105	13384.1629	7	0	130	92	15.0	48.0	38.0	20	6.0	8.0	6.0	0	49.3289737701416	400	356.4827723503113	119	70.25	
10398.5623472	48.5	9.16666666667	18.1944444444	14.25	13384.1629	8	0	145	94	17.0	51.0	41.0	13	6.0	8.0	6.0	0	45.2743399143219	450	401.7571122646332	130	71.11111111111111	
10411.8039917	54.78	8.83333333333	17.0833333333	13.4444444444	13384.1629	9	0	160	87	15.0	43.0	35.0	13	6.0	8.0	6.0	0	45.634642601013184	500	447.39175486564636	143	71.4	
10461.3623893	52.54	8.5	16.5	12.9285714286	13384.1629	10	0	183	87	12.0	35.0	28.0	15	7.0	9.0	7.0	0	35.10900330543518	550	482.50075817108154	153	72.18181818181819	
