ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
128949.80966	21.5	8.3	18.6	14.5	563323.551413	0	0	45	10	38	30	10	7	9	7	0	0	21.468790292739868	20	21.468790292739868	20	0.0	
247138.664891	17.05	8.28571428571	13.0	10.2857142857	563323.551413	1	14	44	13.0	21.0	17.0	9	7.0	9.0	7.0	0	0	4.07813572883606	40	25.546926021575928	26	35.0	
286661.775706	25.6	8.33333333333	14.6666666667	11.5833333333	563323.551413	2	23	51	14.0	49.0	38.0	7	7.0	9.0	7.0	0	0	10.953138828277588	60	36.500064849853516	32	46.666666666666664	
412417.1283	20.9	8.90909090909	15.3636363636	12.3636363636	563323.551413	3	33	48	13.0	35.0	28.0	8	7.0	9.0	7.0	0	0	8.796890497207642	80	45.29695534706116	36	55.0	
462719.269338	23.35	8.54545454545	13.5454545455	10.9090909091	563323.551413	4	43	55	10.0	17.0	14.0	9	6.0	8.0	6.0	0	0	6.671887159347534	100	51.96884250640869	39	61.0	
452658.84113	23.55	8.7	15.0	12.0	563323.551413	5	54	61	13.0	34.0	27.0	7	6.0	8.0	6.0	0	0	6.04688572883606	120	58.01572823524475	42	65.0	
478196.851195	28.0	8.38461538462	13.0769230769	10.4615384615	563323.551413	6	62	67	13.0	25.0	21.0	15	6.0	8.0	6.0	0	0	8.6250159740448	140	66.64074420928955	46	67.14285714285714	
471102.959511	18.45	6.91666666667	9.25	7.16666666667	563323.551413	7	71	28	7.0	13.0	10.0	14	6.0	8.0	6.0	0	0	7.125012636184692	160	73.76575684547424	48	70.0	
444754.218967	19.8	6.92857142857	9.21428571429	7.14285714286	563323.551413	8	78	32	7.0	13.0	10.0	12	6.0	8.0	6.0	0	0	8.375014781951904	180	82.14077162742615	53	70.55555555555556	
528740.829449	23.85	7.1875	9.9375	7.75	563323.551413	9	83	33	11.0	21.0	17.0	15	6.0	8.0	6.0	0	0	9.671898603439331	200	91.81267023086548	54	73.0	
526435.314652	24.1	7.26666666667	10.0666666667	7.86666666667	563323.551413	10	89	35	11.0	21.0	17.0	12	7.0	9.0	7.0	0	0	9.000009775161743	220	100.81268000602722	56	74.54545454545455	
